gene_name,logFC,P.Value
MIR6859-1,-0.22328339340132627,0.23578480351943468
RPL23AP21,0.28615455692945607,0.026247881488570067
MTND1P23,0.779662718404621,0.005179075160847112
MTND2P28,0.09325729878719885,0.7233035007012194
MTCO1P12,0.46936656820943196,0.03076322584294941
MTCO2P12,0.4537285401321383,0.015134864472059613
MTATP8P1,0.43461140860767394,0.07759462298242187
MTATP6P1,0.6419597393212564,0.002452060488242104
MTCO3P12,0.5541918862780656,9.696101691811004e-4
LINC01409,0.4229204241597992,0.002186409306267855
LINC01128,0.017735633308813375,0.8188153479690401
LINC02593,0.09999091994907947,0.5824940222175561
SAMD11,0.02864872337460059,0.8113367237723361
NOC2L,-0.18980544392122534,0.006257011126435916
KLHL17,0.011696892854586539,0.8863107476252321
HES4,-0.0564845421539912,0.5804910098685752
ISG15,-0.2146000021214554,0.0396188240437443
AGRN,0.10765794598127072,0.2676076848207121
C1orf159,0.13865554143314532,0.08910604846995664
TTLL10,0.0683839747786114,0.8382543805273779
SDF4,-0.007174488860223623,0.9041067498810309
B3GALT6,-0.06802627896656824,0.21863441295936464
UBE2J2,-0.003717850169083325,0.9297113245102311
SCNN1D,0.13734261743621143,0.2046801623394898
ACAP3,0.040486380709737944,0.5791281277485765
PUSL1,-0.10453541154121898,0.10186607689551823
INTS11,0.015304711420768339,0.8173160667556532
CPTP,-0.11357159670094338,0.06387315989682975
DVL1,-0.004946694282331597,0.9246194716076446
MXRA8,0.035641808571401236,0.7565508315284255
AURKAIP1,-0.1458385526431078,0.030526732429315286
CCNL2,0.13498524551232413,0.12981022903801148
MRPL20-AS1,0.059094169589353665,0.33664120415738197
MRPL20,-0.16658729497055486,0.023086751663306534
ANKRD65,-0.071629722802914,0.5386637685739899
TMEM88B,-0.08993033410665308,0.6075596041635992
VWA1,-0.08309167046123792,0.46777375168155233
ATAD3C,0.03677138857695209,0.8322086975615222
ATAD3B,-0.09875934850858913,0.2738275523663503
ATAD3A,-0.07390826345526243,0.2984495415748388
TMEM240,-0.08949711645350777,0.2854745645570961
SSU72,-0.04977133948687975,0.35987421601314507
FNDC10,0.056428092056920794,0.5143956729808729
MIB2,0.07939294173059058,0.2154149782047606
CDK11B,0.10692667657388995,0.11377382240115674
SLC35E2B,-0.02613287992386526,0.7134605821090904
CDK11A,0.07958961246189969,0.5229111255458319
NADK,-2.5796039836595725e-4,0.996071663713901
GNB1,-0.09022887756287733,0.25189114896787346
GNB1-DT,-0.004611087479235921,0.9736411054097602
CALML6,0.3348752914221751,0.12690958104832717
CFAP74,0.15734098042699202,0.2693151776211779
GABRD,-0.29572774582242667,0.028432055073111875
PRKCZ,-0.098803688147042,0.20495917984509143
PRKCZ-AS1,0.2547956901315233,0.20868729659026716
FAAP20,0.13479435908348078,0.07789416579095343
SKI,0.22213297212828087,0.0012812915039369028
MORN1,0.13874195113579604,0.05033853598120325
RER1,-0.06784013023475577,0.09065879352478164
PEX10,-0.06266642848868477,0.20596780416976898
PLCH2,0.057565202960587473,0.6588426434778393
PANK4,-0.11034862702659122,0.01748538371196712
HES5,0.10660135983001594,0.526734774397169
TNFRSF14,0.09202112192486264,0.5187990805360636
PRXL2B,-0.022321291572267716,0.6810793385810068
MMEL1,-0.19455283401018697,0.4062560738626302
TTC34,0.33425831201960365,0.06874744953850068
PRDM16-DT,0.3316427173194135,0.01552379363100096
LOC124903827,0.3316427173194135,0.01552379363100096
PRDM16,0.326324148954795,0.015385423321821579
ARHGEF16,0.0462074282637558,0.7899923087643342
MEGF6,0.026764929871149208,0.8468915774553947
TPRG1L,-0.13183305140010973,0.17021994540063193
WRAP73,-0.08425656625581615,0.15235477316953852
TP73,-0.12434384360154474,0.7179646613960498
SMIM1,-0.0486222859579352,0.7977235055065357
LRRC47,-0.1666765723560069,0.002372577144023115
CEP104,0.11114636630243163,0.030578980160503394
DFFB,0.15520349382226242,0.033166588206565116
C1orf174,-0.08345896611131609,0.14064151206819023
AJAP1,-0.01922963882971537,0.7833489076648199
NPHP4,0.13597346271608318,0.06190040184321502
KCNAB2,0.08227447836152078,0.39995835285028636
CHD5,0.044169257542537574,0.6888230010440681
RPL22,-0.16345319496945465,0.024149199050596058
RNF207,0.2375399838304998,0.06420336187167805
ICMT,-0.14135147860778854,0.0960909054749818
GPR153,0.2877016434896691,0.008100988527558684
ACOT7,-0.061851894791618206,0.46559699217414563
TNFRSF25,0.27108501028327675,0.04178415678435656
PLEKHG5,0.175937037829842,0.08454525443361993
NOL9,-0.007924949881777535,0.7842685284957158
ZBTB48,-0.025325666250392738,0.6776845038670403
KLHL21,0.023644402474358502,0.8144449517498791
PHF13,0.009422946291327183,0.8839621787121763
THAP3,-0.06996735121112162,0.21043105450339414
DNAJC11,-0.07024403748091025,0.053704756084095605
CAMTA1,-0.05036906722333482,0.5668066127810343
VAMP3,-0.02300264062385206,0.751819796335415
PER3,0.08395989993289098,0.29031993735576866
PARK7,-0.18613622453207515,0.0265503043654082
ERRFI1,-0.07222487522147514,0.19179927986338233
SLC45A1,-0.15018022121481067,0.09359065821000791
RERE,0.07522185526236748,0.2625486065985673
RPL7P7,0.3215222284683759,0.052402180280775375
ENO1,-0.16652912784948967,0.011900169934276264
SLC2A5,-0.19945651636467132,0.15143526065941057
GPR157,-0.27966459455484355,0.2601894034344945
MIR34AHG,0.3256306093804473,0.007163704695027027
H6PD,0.09367181767246731,0.32730494311016733
SPSB1,0.07297427905165858,0.5008677457559433
LINC02606,0.001739301335780479,0.9865376324891184
SLC25A33,-0.08083886698696986,0.4170653236093457
RPL9P11,0.47401833507579333,0.01594415112168374
TMEM201,0.040073809323817426,0.5367750744073636
PIK3CD,-6.065670469126183e-4,0.9949135404617231
CLSTN1,-0.09530906072901942,0.23128665996902667
CTNNBIP1,-0.002639703619038082,0.9682758434260103
LZIC,0.03237301994596196,0.570486219687401
NMNAT1,-0.03606459107427857,0.5918162424347408
RBP7,-0.2197827671849245,0.13130282261936724
UBE4B,0.011202895290016154,0.7462629168825909
PGAM1P11,0.05058591212480402,0.7970029223161855
KIF1B,0.021309825386276956,0.5815339599001852
RNU6-37P,0.36620366114735237,0.027905836708059354
PGD,-0.08506429203413404,0.08637512917353483
CENPS,-0.17177947592507653,0.2526272732222427
CORT,-0.26604073123426536,0.11369181785343346
DFFA,-0.011806560546299798,0.791838812871793
PEX14,-0.050535848274482424,0.3439793869426768
CASZ1,0.17966208144942328,0.10440396375971295
C1orf127,-0.1769847903371035,0.33423138471183134
TARDBP,0.049237169332797315,0.26161922481352473
SRM,-0.03800618398183113,0.5046245392457243
EXOSC10,0.04332410815007557,0.5382399443460792
MTOR,-0.07740425421988087,0.15924193183571453
UBIAD1,0.03313660447007604,0.41168342769629673
DISP3,0.06514002306240993,0.4843506032633619
FBXO2,-0.03586523687822708,0.5385138266729266
FBXO44,-0.116185172685596,0.11724361583984884
FBXO6,-0.1555940612266857,0.053276139518505315
MAD2L2,-0.18692839142726397,0.007754853343076963
DRAXIN,-0.06024672384229429,0.6853878150166353
AGTRAP,-0.13219265522400275,0.3428919809945772
MTHFR,0.031798003434333,0.4948438903346545
CLCN6,0.014827541137681132,0.742048603742786
NPPB,-0.3758955245451091,0.07155689313526693
KIAA2013,-0.12428902469937292,0.058700541301064224
PLOD1,0.12007858812894245,0.262690776195419
MFN2,-0.0542960297343787,0.17968796884255137
MIIP,-0.025481900361938366,0.6530620739400537
TNFRSF8,0.3170298528065411,0.11281413543549712
TNFRSF1B,0.09589252668461314,0.5222641159417528
VPS13D,0.049070522357237294,0.31656499983189307
DHRS3,-0.0340724730553348,0.7196246368288355
CFAP107,-0.22382946999115194,0.6156951484530342
PDPN,-0.0510217039196655,0.7330106911124297
PRDM2,0.1285976111968986,0.038048674742493814
KAZN,0.11577839087958651,0.05096434432028281
TMEM51-AS1,0.3911932109165816,0.0031191320157898817
TMEM51,0.12357223226249582,0.273902244033143
FHAD1,0.17914158427811522,0.5127613143953476
EFHD2,0.061988905115691835,0.567218953392945
CASP9,0.09198755459171509,0.1298467476397387
DNAJC16,-0.07574120369312694,0.06876249078621516
AGMAT,0.09397559147493367,0.4749610511643162
DDI2,0.09143702185804771,0.031782102833104064
PLEKHM2,0.02754873792597166,0.5861967578422742
SLC25A34,0.2686802245410958,0.04118183902673007
FBLIM1,0.2021643818570133,0.17805727697408288
UQCRHL,-0.22377910907425644,0.0223249942308669
RPS16P1,0.24118779258077436,0.2654768580798591
SPEN-AS1,0.10402930416737845,0.11170682501656368
SPEN,0.22733407167345823,0.012196724758110705
ZBTB17,-0.03940376322802186,0.39110185237524964
SRARP,0.21136512416001782,0.1966941926926501
HSPB7,-0.024046217504716357,0.8900920119071588
FAM131C,-0.02442438027840297,0.8650409191257926
EPHA2,0.358885532247253,0.089104230073961
ARHGEF19,0.35712349041705377,0.008567984604100439
CPLANE2,0.05835993995248225,0.40520544731232533
FBXO42,0.005988398731909293,0.872737997287345
SZRD1,0.04426055184211483,0.38588246941974036
NECAP2,0.05196323404550014,0.47253305110212296
LINC01772,0.2912701498526188,0.12368385134748797
CROCCP3,0.31014543058462607,0.011107154109316397
LOC124904613,-0.16210635661035797,0.34432771742836965
LOC124905321,-0.16210635661035797,0.34432771742836965
LOC124905573,-0.16210635661035797,0.34432771742836965
LOC124905809,-0.16210635661035797,0.34432771742836965
NBPF1,0.026000465046826002,0.8201789300736747
CROCC,0.04509088137473831,0.7246277133565726
RNVU1-18,-0.7040302592019263,0.007264149585888219
MST1L,0.14532022227218802,0.44826507106839786
LOC105376805,-0.2606396723406653,0.07815739050708094
RNU1-2,0.07206082280992629,0.706811816462416
LOC124905574,0.07206082280992629,0.706811816462416
ATP13A2,0.03133432600551441,0.5622535851881019
SDHB,-0.22614106148453053,0.008525119662067532
PADI2,0.014460873718763104,0.9023726992599351
RCC2,-0.06947359507642109,0.20550104579530354
ARHGEF10L,0.16873819833911433,0.004885893315332479
IGSF21,0.03643764291846172,0.6932822067027691
PAX7,-0.031482501927043334,0.8516034264375048
ALDH4A1,0.0979076127223067,0.40651271056037275
IFFO2,0.2685963459653036,0.017059516392625314
UBR4,0.08058921118119762,0.20071473435391443
EMC1-AS1,0.12033483235945626,0.34601727842882424
EMC1,-0.0871691048316739,0.048418120480115324
MRTO4,-0.13165413529342107,0.0792426887935713
AKR7L,0.1371094581989962,0.3102412525658313
AKR7A3,-0.0698972000145231,0.6275485313805578
AKR7A2,-0.01932890909542618,0.7933534516305878
SLC66A1,-0.1209471030312557,0.02856891648027843
CAPZB,-0.08798780020952011,0.014439701316857992
MICOS10,-0.11392546568360902,0.15001435744890573
NBL1,-0.022330532744369143,0.7676397935225405
MICOS10-NBL1,-0.022330532744369143,0.7676397935225405
HTR6,0.04923521547371749,0.701261516438451
TMCO4,0.14858394255416826,0.2120179171934388
OTUD3,0.02241155917113645,0.7835127993724611
PLA2G5,-0.046592770780627006,0.7845580994863037
UBXN10,0.011376985028671986,0.9533942042315756
VWA5B1,-0.534730360114481,0.2516313369544263
CAMK2N1,-0.23486012694568978,0.06606846953463677
MUL1,-0.1834301741272687,0.005256212936121094
FAM43B,-0.016823986537428736,0.8562754796181036
PINK1,-0.10484470595903278,0.09051953214783899
PINK1-AS,-0.012690474441524028,0.898550564932367
DDOST,-0.2571143174339769,8.469891134968212e-4
KIF17,-0.055471115329316895,0.5633645377084672
SH2D5,-0.16725461693012095,0.17077081585734524
HP1BP3,0.06683106344465714,0.03640668444870257
EIF4G3,-0.020520803644993268,0.5991245536850145
RPS15AP6,0.3118565748749062,0.11484191785417575
ECE1,0.14850080281831018,0.08870411990071196
NBPF3,0.16604606460222843,0.0525189306876717
ALPL,0.19979983360003248,0.1803216320716283
RAP1GAP,0.030414420594162602,0.7620111417251323
USP48,0.04543696826164549,0.21489353102834144
LDLRAD2,0.20234216744918682,0.5101050323234743
HSPG2,0.11865951561319367,0.4486751774079297
LINC00339,0.060675942678518925,0.498765803140232
CDC42,-0.1854367287321792,0.007377425770995541
WNT4,-0.0018416043669268148,0.9907320217967777
ZBTB40,0.04653438703659881,0.41145298457928114
EPHA8,-0.31301981489989666,0.19078467466226792
C1QA,-0.6667239441350594,0.006160935939738834
C1QC,-0.4225830348179751,0.04049602174457015
C1QB,-0.4371822025764497,0.054797378986065085
EPHB2,-0.03239666236165572,0.7398588671492393
KDM1A,-0.07412178754877978,0.0601187238895505
LUZP1,0.03613702209502829,0.553106913091143
